,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
10164559,10164559,2021-06-17 04:06:17.505137+00:00,x,y,2021-07-01 04:00:00+00:00,2021-07-01 06:00:00+00:00,alpha,True,35.0,1,a-1,10164559,7124.0
7897803,7897803,2021-05-27 19:17:38.838202+00:00,x,y,2021-06-06 11:00:00+00:00,2021-06-06 13:00:00+00:00,gamma,True,20.0,1,c-4,7897803,10425.0
19063715,19063715,2021-08-14 11:49:59.405811+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,alpha,True,15.0,1,a-7,19063715,14945.0
20261039,20261039,2021-08-21 04:36:07.597955+00:00,x,y,2021-09-01 04:00:00+00:00,2021-09-01 06:00:00+00:00,alpha,True,15.0,1,a-1,20261039,7524.0
8582007,8582007,2021-06-03 10:14:30.010005+00:00,x,y,2021-10-03 17:00:00+00:00,2021-10-03 18:59:00+00:00,gamma,True,20.0,2,c-6,8582007,11900.0
21663975,21663975,2021-08-31 06:38:44.508762+00:00,x,y,2021-09-23 14:00:00+00:00,2021-09-23 15:55:00+00:00,beta,True,40.0,0,b-9,21663975,7330.0
1956378,1956378,2021-02-20 21:15:20.036451+00:00,x,y,2021-02-21 17:00:00+00:00,2021-02-21 18:59:00+00:00,gamma,True,20.0,1,c-6,1956378,12500.0
19737156,19737156,2021-08-18 05:38:15.061593+00:00,x,y,2021-09-07 04:40:00+00:00,2021-09-07 06:40:00+00:00,omega,True,20.0,1,d-1,19737156,7950.0
12056559,12056559,2021-06-30 19:42:29.335675+00:00,x,y,2021-07-11 14:00:00+00:00,2021-07-11 16:00:00+00:00,gamma,True,20.0,1,c-4,12056559,17345.0
6699947,6699947,2021-05-12 19:56:38.087432+00:00,x,y,2021-05-19 11:00:00+00:00,2021-05-19 13:00:00+00:00,gamma,True,20.0,2,c-4,6699947,8390.0
18274146,18274146,2021-08-10 18:34:20.918825+00:00,x,y,2021-09-19 17:00:00+00:00,2021-09-19 18:59:00+00:00,gamma,True,20.0,1,c-6,18274146,12560.0
9057011,9057011,2021-06-08 04:36:43.237795+00:00,x,y,2021-06-27 04:00:00+00:00,2021-06-27 06:00:00+00:00,alpha,True,35.0,1,a-1,9057011,9707.0
14240920,14240920,2021-07-13 10:12:32.377953+00:00,x,y,2021-07-16 13:00:00+00:00,2021-07-16 15:00:00+00:00,alpha,True,35.0,1,a-9,14240920,22445.0
16174746,16174746,2021-07-27 15:28:22.648931+00:00,x,y,2021-07-29 14:00:00+00:00,2021-07-29 15:55:00+00:00,beta,True,40.0,0,b-9,16174746,13120.0
5937329,5937329,2021-05-01 11:28:04.851579+00:00,x,y,2021-05-11 13:30:00+00:00,2021-05-11 15:30:00+00:00,alpha,True,35.0,1,a-5,5937329,8132.0
15150332,15150332,2021-07-19 23:15:46.109362+00:00,x,y,2021-07-27 13:00:00+00:00,2021-07-27 15:00:00+00:00,alpha,True,35.0,1,a-9,15150332,14645.0
4489536,4489536,2021-04-10 22:22:40.482820+00:00,x,y,2021-05-05 13:30:00+00:00,2021-05-05 15:30:00+00:00,alpha,True,35.0,1,a-5,4489536,8605.0
17543326,17543326,2021-08-07 12:08:38.094921+00:00,x,y,2021-08-09 10:35:00+00:00,2021-08-09 12:35:00+00:00,omega,True,20.0,1,d-3,17543326,11100.0
5609294,5609294,2021-04-26 17:32:06.344369+00:00,x,y,2021-04-30 13:30:00+00:00,2021-04-30 15:30:00+00:00,alpha,True,15.0,1,a-5,5609294,6495.0
6841902,6841902,2021-05-15 11:00:16.428909+00:00,x,y,2021-05-25 05:00:00+00:00,2021-05-25 07:00:00+00:00,alpha,True,35.0,1,a-1,6841902,6995.0
3611695,3611695,2021-03-20 21:11:04.043672+00:00,x,y,2021-03-24 17:00:00+00:00,2021-03-24 18:59:00+00:00,gamma,True,20.0,2,c-6,3611695,10800.0
2894564,2894564,2021-03-09 10:25:42.347072+00:00,x,y,2021-03-10 08:00:00+00:00,2021-03-10 09:55:00+00:00,beta,True,20.0,0,b-67,2894564,6881.0
11020157,11020157,2021-06-24 06:00:23.205850+00:00,x,y,2021-07-26 17:00:00+00:00,2021-07-26 18:59:00+00:00,gamma,True,20.0,2,c-6,11020157,7900.0
19894742,19894742,2021-08-18 21:46:23.111658+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,15.0,1,a-23,19894742,21865.0
2283502,2283502,2021-02-27 19:52:02.822394+00:00,x,y,2021-03-25 08:00:00+00:00,2021-03-25 09:55:00+00:00,beta,True,20.0,0,b-67,2283502,11452.0
3747632,3747632,2021-03-24 02:58:51.013295+00:00,x,y,2021-04-18 05:00:00+00:00,2021-04-18 06:55:00+00:00,beta,True,20.0,0,b-1,3747632,8988.0
18985630,18985630,2021-08-14 00:50:57.675421+00:00,x,y,2021-08-26 07:00:00+00:00,2021-08-26 09:00:00+00:00,alpha,True,15.0,1,a-5,18985630,6810.0
20503952,20503952,2021-08-22 17:16:39.584917+00:00,x,y,2021-10-20 14:00:00+00:00,2021-10-20 15:55:00+00:00,beta,True,40.0,0,b-9,20503952,8390.0
18866801,18866801,2021-08-13 11:18:00.975274+00:00,x,y,2021-08-16 10:00:00+00:00,2021-08-16 12:00:00+00:00,alpha,True,15.0,1,a-7,18866801,7524.0
19750185,19750185,2021-08-18 07:11:12.406091+00:00,x,y,2021-08-26 10:35:00+00:00,2021-08-26 12:35:00+00:00,omega,True,20.0,1,d-3,19750185,6870.0
6720998,6720998,2021-05-13 10:04:26.404351+00:00,x,y,2021-05-15 13:30:00+00:00,2021-05-15 15:30:00+00:00,alpha,True,35.0,1,a-5,6720998,6495.0
1974040,1974040,2021-02-21 11:30:59.888287+00:00,x,y,2021-03-18 05:00:00+00:00,2021-03-18 07:00:00+00:00,gamma,True,20.0,2,c-2,1974040,14000.0
12653904,12653904,2021-07-04 05:19:51.735829+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,True,15.0,1,a-1,12653904,9045.0
1014952,1014952,2021-01-29 11:13:24.934901+00:00,x,y,2021-02-13 17:00:00+00:00,2021-02-13 18:59:00+00:00,gamma,True,0.0,0,c-6,1014952,8780.0
14583267,14583267,2021-07-15 14:56:37.702185+00:00,x,y,2021-08-29 10:00:00+00:00,2021-08-29 12:00:00+00:00,gamma,True,20.0,2,c-2,14583267,13560.0
15566987,15566987,2021-07-23 11:01:43.751316+00:00,x,y,2021-07-26 14:00:00+00:00,2021-07-26 15:55:00+00:00,beta,True,40.0,0,b-9,15566987,20030.0
7202446,7202446,2021-05-19 13:36:35.955170+00:00,x,y,2021-08-24 13:00:00+00:00,2021-08-24 15:00:00+00:00,alpha,True,15.0,1,a-5,7202446,6531.0
6805848,6805848,2021-05-14 20:31:14.260450+00:00,x,y,2021-06-12 13:30:00+00:00,2021-06-12 15:30:00+00:00,alpha,True,35.0,1,a-5,6805848,6995.0
17042015,17042015,2021-08-04 02:20:42.149487+00:00,x,y,2021-08-05 05:00:00+00:00,2021-08-05 06:55:00+00:00,beta,True,40.0,0,b-1,17042015,13270.0
11174031,11174031,2021-06-25 07:39:51.702377+00:00,x,y,2021-07-03 04:00:00+00:00,2021-07-03 06:00:00+00:00,alpha,True,35.0,1,a-1,11174031,11072.0
12581574,12581574,2021-07-03 16:48:33.191143+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:59:00+00:00,gamma,True,20.0,1,c-6,12581574,20365.0
12083293,12083293,2021-07-01 02:55:37.458519+00:00,x,y,2021-07-06 09:45:00+00:00,2021-07-06 11:45:00+00:00,gamma,True,20.0,1,c-2,12083293,8750.0
11475329,11475329,2021-06-27 11:12:40.846188+00:00,x,y,2021-07-09 05:00:00+00:00,2021-07-09 06:55:00+00:00,beta,True,20.0,0,b-1,11475329,6731.0
13919112,13919112,2021-07-11 08:35:58.210666+00:00,x,y,2021-07-15 13:00:00+00:00,2021-07-15 15:00:00+00:00,alpha,True,15.0,1,a-9,13919112,14945.0
21759236,21759236,2021-08-31 19:14:03.089066+00:00,x,y,2021-09-26 05:30:00+00:00,2021-09-26 07:30:00+00:00,gamma,True,20.0,2,c-2,21759236,6870.0
6544913,6544913,2021-05-10 09:25:29.905667+00:00,x,y,2021-05-19 10:00:00+00:00,2021-05-19 12:00:00+00:00,alpha,True,15.0,1,a-9,6544913,6495.0
13850508,13850508,2021-07-10 18:39:56.743553+00:00,x,y,2021-07-23 13:00:00+00:00,2021-07-23 15:00:00+00:00,alpha,True,15.0,1,a-9,13850508,11245.0
11534993,11534993,2021-06-27 18:10:45.205980+00:00,x,y,2021-07-07 09:45:00+00:00,2021-07-07 11:45:00+00:00,gamma,True,20.0,2,c-2,11534993,7900.0
10092606,10092606,2021-06-16 11:13:35.473117+00:00,x,y,2021-08-11 04:00:00+00:00,2021-08-11 06:00:00+00:00,alpha,True,15.0,1,a-1,10092606,6531.0
10912630,10912630,2021-06-23 08:37:34.090967+00:00,x,y,2021-07-25 13:00:00+00:00,2021-07-25 15:00:00+00:00,alpha,True,35.0,1,a-9,10912630,11072.0
6651850,6651850,2021-05-11 22:37:33.349998+00:00,x,y,2021-05-18 11:00:00+00:00,2021-05-18 12:55:00+00:00,beta,True,40.0,0,b-69,6651850,12481.0
6184683,6184683,2021-05-04 22:59:40.107016+00:00,x,y,2021-05-23 15:30:00+00:00,2021-05-23 17:30:00+00:00,alpha,True,15.0,1,a-7,6184683,7796.0
13723136,13723136,2021-07-09 21:43:19.855656+00:00,x,y,2021-07-19 13:00:00+00:00,2021-07-19 15:00:00+00:00,alpha,True,35.0,1,a-9,13723136,12645.0
9596784,9596784,2021-06-12 18:44:23.922376+00:00,x,y,2021-06-19 05:00:00+00:00,2021-06-19 06:55:00+00:00,beta,True,20.0,0,b-1,9596784,6522.0
15902715,15902715,2021-07-25 18:41:03.928600+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 15:55:00+00:00,beta,True,40.0,0,b-9,15902715,15500.0
1647770,1647770,2021-02-13 23:43:33.912427+00:00,x,y,2021-02-24 14:00:00+00:00,2021-02-24 15:55:00+00:00,beta,True,20.0,0,b-9,1647770,11504.0
3503372,3503372,2021-03-18 19:35:56.186930+00:00,x,y,2021-03-23 11:00:00+00:00,2021-03-23 13:00:00+00:00,gamma,True,20.0,1,c-4,3503372,12500.0
362965,362965,2021-01-11 06:17:55.788879+00:00,x,y,2021-01-19 11:00:00+00:00,2021-01-19 13:00:00+00:00,gamma,True,32.0,1,c-4,362965,9150.0
12942393,12942393,2021-07-05 13:20:50.541174+00:00,x,y,2021-08-27 14:00:00+00:00,2021-08-27 16:00:00+00:00,gamma,True,20.0,2,c-4,12942393,11285.0
17233493,17233493,2021-08-05 12:54:09.173833+00:00,x,y,2021-08-08 17:05:00+00:00,2021-08-08 19:05:00+00:00,omega,True,20.0,1,d-5,17233493,11100.0
19080119,19080119,2021-08-14 13:38:44.880357+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,gamma,True,20.0,1,c-2,19080119,18105.0
10587856,10587856,2021-06-20 15:36:12.368308+00:00,x,y,2021-06-26 09:45:00+00:00,2021-06-26 11:45:00+00:00,gamma,True,20.0,2,c-2,10587856,7900.0
7726827,7726827,2021-05-25 12:00:54.815234+00:00,x,y,2021-06-03 16:00:00+00:00,2021-06-03 18:00:00+00:00,alpha,True,35.0,1,a-7,7726827,8027.0
2528299,2528299,2021-03-03 11:47:27.525757+00:00,x,y,2021-03-20 05:00:00+00:00,2021-03-20 06:55:00+00:00,beta,True,20.0,0,b-1,2528299,11441.0
7354208,7354208,2021-05-21 06:05:49.564199+00:00,x,y,2021-05-24 16:00:00+00:00,2021-05-24 18:00:00+00:00,alpha,True,15.0,1,a-7,7354208,7520.0
1508286,1508286,2021-02-10 16:35:20.538205+00:00,x,y,2021-02-26 11:00:00+00:00,2021-02-26 13:00:00+00:00,gamma,True,32.0,1,c-4,1508286,9405.0
18388675,18388675,2021-08-11 06:27:32.557076+00:00,x,y,2021-08-17 05:00:00+00:00,2021-08-17 06:55:00+00:00,beta,True,20.0,0,b-1,18388675,6910.0
19886358,19886358,2021-08-18 20:33:09.226403+00:00,x,y,2021-08-22 17:05:00+00:00,2021-08-22 19:05:00+00:00,omega,True,20.0,1,d-5,19886358,22300.0
17496609,17496609,2021-08-07 07:44:14.623674+00:00,x,y,2021-09-08 04:00:00+00:00,2021-09-08 06:00:00+00:00,alpha,True,15.0,1,a-1,17496609,6810.0
1687413,1687413,2021-02-14 19:31:22.062751+00:00,x,y,2021-03-12 16:00:00+00:00,2021-03-12 17:55:00+00:00,beta,True,20.0,0,b-19,1687413,11504.0
11252054,11252054,2021-06-25 17:14:25.630559+00:00,x,y,2021-06-28 16:30:00+00:00,2021-06-28 18:30:00+00:00,alpha,True,15.0,1,a-23,11252054,11807.0
5230927,5230927,2021-04-22 11:31:34.012821+00:00,x,y,2021-04-24 17:00:00+00:00,2021-04-24 18:59:00+00:00,gamma,True,20.0,1,c-6,5230927,7390.0
20196032,20196032,2021-08-20 16:08:16.703473+00:00,x,y,2021-08-31 16:00:00+00:00,2021-08-31 18:00:00+00:00,alpha,True,15.0,1,a-23,20196032,7524.0
15047096,15047096,2021-07-19 06:49:25.878084+00:00,x,y,2021-07-29 07:00:00+00:00,2021-07-29 09:00:00+00:00,alpha,True,35.0,1,a-5,15047096,12645.0
20083125,20083125,2021-08-20 02:49:05.353132+00:00,x,y,2021-08-21 07:00:00+00:00,2021-08-21 09:00:00+00:00,alpha,True,20.0,1,a-5,20083125,25345.0
11474323,11474323,2021-06-27 11:03:04.309504+00:00,x,y,2021-08-13 17:00:00+00:00,2021-08-13 18:59:00+00:00,gamma,True,20.0,1,c-6,11474323,7765.0
3297837,3297837,2021-03-15 09:56:31.427263+00:00,x,y,2021-03-22 05:00:00+00:00,2021-03-22 07:00:00+00:00,alpha,True,35.0,1,a-1,3297837,10799.0
19487778,19487778,2021-08-16 18:03:13.396703+00:00,x,y,2021-08-30 13:00:00+00:00,2021-08-30 15:00:00+00:00,alpha,True,20.0,1,a-9,19487778,8381.0
2265730,2265730,2021-02-27 15:21:55.957420+00:00,x,y,2021-03-10 16:00:00+00:00,2021-03-10 17:55:00+00:00,beta,True,40.0,0,b-19,2265730,8613.0
20957781,20957781,2021-08-25 16:52:23.834445+00:00,x,y,2021-09-12 16:00:00+00:00,2021-09-12 18:00:00+00:00,alpha,True,20.0,1,a-23,20957781,8381.0
2834838,2834838,2021-03-08 11:05:57.274021+00:00,x,y,2021-03-13 05:00:00+00:00,2021-03-13 07:00:00+00:00,alpha,True,35.0,1,a-1,2834838,8027.0
2784876,2784876,2021-03-07 14:39:20.224609+00:00,x,y,2021-03-08 05:00:00+00:00,2021-03-08 07:00:00+00:00,alpha,True,15.0,1,a-1,2784876,7502.0
2257837,2257837,2021-02-27 13:27:22.262962+00:00,x,y,2021-03-08 16:00:00+00:00,2021-03-08 18:10:00+00:00,alpha,True,35.0,1,a-7,2257837,8027.0
5501162,5501162,2021-04-25 10:15:32.521984+00:00,x,y,2021-05-01 14:00:00+00:00,2021-05-01 15:55:00+00:00,beta,True,20.0,0,b-9,5501162,6765.0
11060034,11060034,2021-06-24 11:14:55.504649+00:00,x,y,2021-08-28 16:00:00+00:00,2021-08-28 18:00:00+00:00,alpha,True,35.0,1,a-23,11060034,11072.0
11001865,11001865,2021-06-23 23:02:16.623901+00:00,x,y,2021-07-09 17:00:00+00:00,2021-07-09 18:59:00+00:00,gamma,True,20.0,1,c-6,11001865,6620.0
19078721,19078721,2021-08-14 13:30:46.482214+00:00,x,y,2021-12-03 17:00:00+00:00,2021-12-03 18:59:00+00:00,gamma,True,20.0,2,c-6,19078721,13560.0
20512852,20512852,2021-08-22 18:14:48.484739+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,True,20.0,2,c-6,20512852,31200.0
10494475,10494475,2021-06-19 19:36:53.114930+00:00,x,y,2021-08-15 09:45:00+00:00,2021-08-15 11:45:00+00:00,gamma,True,20.0,1,c-2,10494475,6620.0
7716066,7716066,2021-05-25 09:24:53.290132+00:00,x,y,2021-05-26 11:00:00+00:00,2021-05-26 13:00:00+00:00,gamma,True,20.0,2,c-4,7716066,9025.0
18851039,18851039,2021-08-13 10:02:49.860648+00:00,x,y,2021-08-15 04:00:00+00:00,2021-08-15 06:00:00+00:00,alpha,True,20.0,1,a-1,18851039,10545.0
1653304,1653304,2021-02-14 06:02:18.299801+00:00,x,y,2021-02-14 11:00:00+00:00,2021-02-14 12:55:00+00:00,beta,True,40.0,0,b-69,1653304,17727.0
5011004,5011004,2021-04-20 14:44:37.783029+00:00,x,y,2021-05-01 17:00:00+00:00,2021-05-01 18:59:00+00:00,gamma,True,20.0,1,c-6,5011004,8145.0
12218280,12218280,2021-07-01 18:28:17.505003+00:00,x,y,2021-07-13 13:00:00+00:00,2021-07-13 15:00:00+00:00,alpha,True,15.0,1,a-9,12218280,9045.0
4792754,4792754,2021-04-19 05:49:25.485761+00:00,x,y,2021-05-13 05:00:00+00:00,2021-05-13 06:55:00+00:00,beta,True,20.0,0,b-1,4792754,7382.0
4191002,4191002,2021-04-02 18:33:51.334171+00:00,x,y,2021-05-10 13:30:00+00:00,2021-05-10 15:30:00+00:00,alpha,True,35.0,1,a-5,4191002,10799.0
15676572,15676572,2021-07-24 05:53:30.937108+00:00,x,y,2021-08-04 14:00:00+00:00,2021-08-04 15:55:00+00:00,beta,True,40.0,0,b-9,15676572,9220.0
11852064,11852064,2021-06-29 16:40:41.109183+00:00,x,y,2021-06-30 07:00:00+00:00,2021-06-30 09:00:00+00:00,alpha,True,15.0,1,a-5,11852064,15692.0
11389030,11389030,2021-06-26 17:55:09.066839+00:00,x,y,2021-07-03 05:00:00+00:00,2021-07-03 06:55:00+00:00,beta,True,20.0,0,b-1,11389030,7222.0
6376582,6376582,2021-05-07 19:54:12.474490+00:00,x,y,2021-05-11 16:00:00+00:00,2021-05-11 18:00:00+00:00,alpha,True,15.0,1,a-7,6376582,6495.0
15502454,15502454,2021-07-23 01:01:16.237898+00:00,x,y,2021-07-29 14:00:00+00:00,2021-07-29 15:55:00+00:00,beta,True,40.0,0,b-9,15502454,13100.0
9471366,9471366,2021-06-12 03:29:38.179872+00:00,x,y,2021-07-02 14:00:00+00:00,2021-07-02 16:00:00+00:00,gamma,True,20.0,2,c-4,9471366,7900.0
15469932,15469932,2021-07-22 18:08:56.423379+00:00,x,y,2021-08-20 10:00:00+00:00,2021-08-20 12:00:00+00:00,gamma,True,20.0,2,c-2,15469932,10280.0
5136185,5136185,2021-04-21 14:33:02.709604+00:00,x,y,2021-04-25 17:00:00+00:00,2021-04-25 18:59:00+00:00,gamma,True,20.0,2,c-6,5136185,8390.0
10460568,10460568,2021-06-19 13:58:43.385052+00:00,x,y,2021-07-11 10:00:00+00:00,2021-07-11 12:00:00+00:00,alpha,True,15.0,1,a-7,10460568,9497.0
17511478,17511478,2021-08-07 09:09:27.864789+00:00,x,y,2021-09-11 17:00:00+00:00,2021-09-11 18:59:00+00:00,gamma,True,20.0,2,c-6,17511478,13560.0
2877676,2877676,2021-03-09 05:42:26.604169+00:00,x,y,2021-03-27 05:00:00+00:00,2021-03-27 06:55:00+00:00,beta,True,20.0,0,b-1,2877676,6881.0
16271648,16271648,2021-07-28 10:13:48.155448+00:00,x,y,2021-08-08 14:00:00+00:00,2021-08-08 15:55:00+00:00,beta,True,40.0,0,b-9,16271648,15570.0
20916517,20916517,2021-08-25 11:32:23.848944+00:00,x,y,2021-08-31 13:00:00+00:00,2021-08-31 15:00:00+00:00,alpha,True,20.0,1,a-9,20916517,10545.0
6087040,6087040,2021-05-03 15:22:30.491430+00:00,x,y,2021-05-19 05:00:00+00:00,2021-05-19 06:55:00+00:00,beta,True,20.0,0,b-1,6087040,6786.0
12121030,12121030,2021-07-01 07:57:29.881044+00:00,x,y,2021-07-14 16:00:00+00:00,2021-07-14 18:00:00+00:00,alpha,True,15.0,1,a-23,12121030,9045.0
19332421,19332421,2021-08-15 20:30:22.699241+00:00,x,y,2021-08-17 04:00:00+00:00,2021-08-17 06:00:00+00:00,alpha,True,20.0,1,a-1,19332421,8381.0
19951550,19951550,2021-08-19 08:34:11.386773+00:00,x,y,2021-08-25 08:00:00+00:00,2021-08-25 09:55:00+00:00,beta,True,40.0,0,b-67,19951550,8400.0
19825537,19825537,2021-08-18 14:34:17.159396+00:00,x,y,2021-09-30 07:00:00+00:00,2021-09-30 09:00:00+00:00,alpha,True,20.0,1,a-5,19825537,7524.0
17129556,17129556,2021-08-04 16:40:57.770328+00:00,x,y,2021-08-11 10:00:00+00:00,2021-08-11 12:00:00+00:00,gamma,True,20.0,1,c-2,17129556,6870.0
8362798,8362798,2021-06-01 11:12:46.390292+00:00,x,y,2021-06-04 13:05:00+00:00,2021-06-04 15:00:00+00:00,alpha,True,35.0,1,a-9,8362798,10558.0
19834115,19834115,2021-08-18 15:28:30.660345+00:00,x,y,2021-08-26 10:00:00+00:00,2021-08-26 12:00:00+00:00,alpha,True,20.0,1,a-7,19834115,8381.0
2867519,2867519,2021-03-08 21:10:02.502314+00:00,x,y,2021-03-23 11:00:00+00:00,2021-03-23 13:00:00+00:00,gamma,True,20.0,1,c-4,2867519,7890.0
12407641,12407641,2021-07-02 18:43:06.391994+00:00,x,y,2021-07-26 14:00:00+00:00,2021-07-26 15:55:00+00:00,beta,True,40.0,0,b-9,12407641,8140.0
8079894,8079894,2021-05-30 04:30:38.803904+00:00,x,y,2021-06-05 16:00:00+00:00,2021-06-05 18:00:00+00:00,alpha,True,15.0,1,a-7,8079894,8962.0
6583139,6583139,2021-05-10 20:59:04.300000+00:00,x,y,2021-05-17 16:00:00+00:00,2021-05-17 18:00:00+00:00,alpha,True,35.0,1,a-7,6583139,9077.0
3629758,3629758,2021-03-21 10:27:09.845951+00:00,x,y,2021-05-14 05:00:00+00:00,2021-05-14 07:00:00+00:00,gamma,True,20.0,1,c-2,3629758,9800.0
20575891,20575891,2021-08-23 07:31:33.972329+00:00,x,y,2021-09-11 10:00:00+00:00,2021-09-11 12:00:00+00:00,gamma,True,20.0,2,c-2,20575891,7870.0
12024577,12024577,2021-06-30 16:46:29.934973+00:00,x,y,2021-07-05 07:00:00+00:00,2021-07-05 09:00:00+00:00,alpha,True,15.0,1,a-5,12024577,9497.0
4641982,4641982,2021-04-16 07:19:35.408793+00:00,x,y,2021-04-17 05:00:00+00:00,2021-04-17 07:00:00+00:00,gamma,True,0.0,0,c-2,4641982,7565.0
11199562,11199562,2021-06-25 10:56:49.688357+00:00,x,y,2021-08-02 05:00:00+00:00,2021-08-02 06:55:00+00:00,beta,True,40.0,0,b-1,11199562,8055.0
21539643,21539643,2021-08-30 07:13:45.082550+00:00,x,y,2021-09-02 10:00:00+00:00,2021-09-02 12:00:00+00:00,alpha,True,20.0,1,a-7,21539643,10545.0
10857757,10857757,2021-06-22 18:35:42.900369+00:00,x,y,2021-07-11 14:00:00+00:00,2021-07-11 16:00:00+00:00,gamma,True,20.0,2,c-4,10857757,8500.0
8517260,8517260,2021-06-02 17:20:35.225541+00:00,x,y,2021-06-10 11:00:00+00:00,2021-06-10 12:55:00+00:00,beta,True,20.0,0,b-69,8517260,10036.0
15515142,15515142,2021-07-23 04:51:25.996773+00:00,x,y,2021-08-06 14:00:00+00:00,2021-08-06 15:55:00+00:00,beta,True,40.0,0,b-9,15515142,11000.0
3490450,3490450,2021-03-18 15:31:44.147637+00:00,x,y,2021-03-27 05:00:00+00:00,2021-03-27 07:00:00+00:00,alpha,True,35.0,1,a-1,3490450,10799.0
6632101,6632101,2021-05-11 15:37:28.666789+00:00,x,y,2021-06-10 17:00:00+00:00,2021-06-10 18:59:00+00:00,gamma,True,20.0,1,c-6,6632101,9655.0
6764489,6764489,2021-05-14 08:22:52.757427+00:00,x,y,2021-05-28 05:00:00+00:00,2021-05-28 06:55:00+00:00,beta,True,20.0,0,b-1,6764489,6744.0
15409468,15409468,2021-07-22 10:29:14.687765+00:00,x,y,2021-07-25 13:00:00+00:00,2021-07-25 15:00:00+00:00,alpha,True,35.0,1,a-9,15409468,22445.0
19376846,19376846,2021-08-16 06:55:32.642696+00:00,x,y,2021-09-18 13:00:00+00:00,2021-09-18 15:00:00+00:00,alpha,True,15.0,1,a-9,19376846,6810.0
14276975,14276975,2021-07-13 14:32:44.547357+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 16:00:00+00:00,gamma,True,20.0,1,c-4,14276975,17345.0
5318729,5318729,2021-04-23 08:02:36.163023+00:00,x,y,2021-04-23 13:30:00+00:00,2021-04-23 15:30:00+00:00,alpha,True,15.0,1,a-5,5318729,7397.0
11752249,11752249,2021-06-29 06:22:36.408275+00:00,x,y,2021-07-05 16:45:00+00:00,2021-07-05 18:45:00+00:00,gamma,True,20.0,2,c-6,11752249,8765.0
9402223,9402223,2021-06-11 11:43:14.962037+00:00,x,y,2021-07-04 14:00:00+00:00,2021-07-04 15:55:00+00:00,beta,True,20.0,0,b-9,9402223,10587.0
11169673,11169673,2021-06-25 07:11:46.817755+00:00,x,y,2021-06-29 16:00:00+00:00,2021-06-29 18:00:00+00:00,alpha,True,15.0,1,a-23,11169673,9497.0
10413708,10413708,2021-06-19 06:56:35.969972+00:00,x,y,2021-07-18 07:00:00+00:00,2021-07-18 09:00:00+00:00,alpha,True,35.0,1,a-5,10413708,7124.0
4182230,4182230,2021-04-02 13:29:01.096251+00:00,x,y,2021-04-05 13:30:00+00:00,2021-04-05 15:30:00+00:00,alpha,True,15.0,1,a-5,4182230,9798.0
20550483,20550483,2021-08-23 03:23:17.653432+00:00,x,y,2021-09-05 04:00:00+00:00,2021-09-05 06:00:00+00:00,alpha,True,20.0,1,a-1,20550483,7524.0
2848125,2848125,2021-03-08 14:56:48.083595+00:00,x,y,2021-03-09 05:00:00+00:00,2021-03-09 07:00:00+00:00,gamma,True,20.0,1,c-2,2848125,7390.0
7834404,7834404,2021-05-26 21:14:31.294945+00:00,x,y,2021-06-07 10:00:00+00:00,2021-06-07 12:00:00+00:00,alpha,True,15.0,1,a-9,7834404,7124.0
2162557,2162557,2021-02-26 03:54:44.731037+00:00,x,y,2021-03-05 05:15:00+00:00,2021-03-05 07:25:00+00:00,alpha,True,35.0,1,a-1,2162557,12500.0
4169346,4169346,2021-04-02 07:26:13.132521+00:00,x,y,2021-04-08 13:30:00+00:00,2021-04-08 15:30:00+00:00,alpha,True,15.0,1,a-5,4169346,9798.0
15599849,15599849,2021-07-23 14:49:18.994607+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20.0,1,c-4,15599849,20365.0
5459812,5459812,2021-04-24 19:35:37.130573+00:00,x,y,2021-05-12 17:00:00+00:00,2021-05-12 18:59:00+00:00,gamma,True,20.0,1,c-6,5459812,7640.0
121846,121846,2021-01-03 21:06:46.799175+00:00,x,y,2021-01-20 11:00:00+00:00,2021-01-20 13:00:00+00:00,gamma,True,32.0,1,c-4,121846,9150.0
16464218,16464218,2021-07-29 21:54:53.514642+00:00,x,y,2021-08-01 10:00:00+00:00,2021-08-01 12:00:00+00:00,alpha,True,35.0,1,a-7,16464218,14645.0
7578032,7578032,2021-05-23 15:32:47.074575+00:00,x,y,2021-06-01 11:00:00+00:00,2021-06-01 13:00:00+00:00,gamma,True,20.0,1,c-4,7578032,8025.0
19860051,19860051,2021-08-18 17:46:52.952022+00:00,x,y,2021-09-06 07:00:00+00:00,2021-09-06 09:00:00+00:00,alpha,True,20.0,1,a-5,19860051,7524.0
